dr7objid,ra,dec,p_bar,psi_sparcfire,psi_gz2,logMstar
588007004731146429,247.67227,44.513477,0.11303706635540071,10.551806449890137,15.172420182281055,10.421310460125289
587736942532690039,247.94873,21.656542,0.11675433876666691,7.5263824462890625,15.778802338835332,10.594203237680654
588009370692354141,190.34354,61.71169,0.2317017468313429,-999.0,16.440828893016004,10.70273051280726
587735696450977894,213.9332,54.043114,0.6071670391389606,-999.0,17.877769827302572,10.720056303967773
588009368012259465,145.2069,56.66154,0.2727269410777755,30.063472747802734,18.84197866658865,10.670324627919804
587732577239171272,167.2567,6.333251,0.08337195421567886,-999.0,18.04925729872177,10.809703842489032
588011103179702445,237.66281,50.460247,0.2127631563626394,13.958304405212402,18.868662691552828,10.419285437838544
588010878755930178,172.8168,4.652438,0.07744028667817435,14.498579025268555,16.09554083918211,10.313219833335207
588013383263518729,130.73912,37.54712,0.14306914032520363,15.36763858795166,17.748776422003196,10.687820599094342
587738946146140229,182.53546,39.05241,0.0886369518880319,11.554275512695312,16.002101395450026,10.619835669109728
588017722260586528,200.27179,42.448807,0.09227709770756004,11.755430221557617,16.096152728708503,10.340588478662673
587741489830232271,156.33621,26.4597,0.14728729917781574,10.568544387817383,16.029851748885264,10.865902187564766
587733081884852497,177.06293,55.61647,0.5241913360106921,11.930948257446289,17.929888609672524,10.965484150430816
587736542011129927,198.78496,9.348723,0.9469558442887271,14.24349594116211,16.492340136614864,11.025060186821841
587731514217398382,21.119501,1.1386784,0.054810478598965644,-999.0,18.42415733549751,10.095298995470452
588017721724436488,202.29112,41.72949,0.627928055245972,-999.0,19.332204924170096,10.769601506093887
588011219134906420,203.51186,61.72775,0.3367392399458026,14.236287117004395,16.029520857285533,10.351946211214337
588848900436525231,150.2995,0.32934228,0.39952654599940085,25.189529418945312,18.170426336187624,10.391354143493416
587735661010878528,146.62875,34.916836,0.5140205175216467,24.691356658935547,23.89418708921216,10.329310387933596
587742644626325557,240.23047,12.680381,0.26945857761992853,-999.0,20.03412105616803,10.537491094931548
587736914605965569,222.29625,11.115235,0.22858738002337592,22.41568946838379,19.704735167382594,10.967282509891838
588017604684677270,186.05832,44.937634,0.14697126212224262,10.302712440490723,17.054268899859682,10.89115922526485
587725471203328190,122.52286,46.193027,0.6405622865168681,23.17912483215332,18.597816062334356,10.435702516341491
587739408402219050,211.06567,33.174484,0.23293709233290252,17.09748077392578,18.412422343983614,10.767058853278566
587742627985162310,215.82448,14.79229,0.7297164672465317,7.429942607879639,22.213697782053924,10.430896905544135
588017704532443148,159.69772,12.144014,0.8929429309386554,-999.0,22.0920418297545,10.237244282451
587738950952878089,191.73367,36.530945,0.9743573882262855,24.370813369750977,22.7319060336633,10.669768584581277
588007004697591851,124.14192,46.069286,0.10059107947928281,-999.0,20.673372345249497,10.40849038123302
587722984434565297,203.1619,0.870477,0.3579777227562178,14.766172409057617,17.345284452278946,10.553576161000551
587728931881156626,137.80858,50.12976,0.18286807987946183,-999.0,19.714113685866636,10.480185688763623
587742062164967609,229.0514,17.167997,0.8562973648095281,18.58275604248047,19.49728460100375,10.547048230885716
587739406265483328,236.42964,22.878628,0.0,-999.0,19.020947763637487,10.45618413762411
587729777984405702,221.86778,-1.6339264,0.9626969328230052,12.283177375793457,18.22298094395455,10.749839343626052
587738947213197363,163.21474,37.73973,0.9494411122963319,25.391498565673828,17.547090849703434,10.728155479137314
587733441588625533,245.3912,38.008575,0.06090380585549027,-999.0,16.002985452230163,10.478537559299953
587745541049811146,138.43105,12.893837,0.5245706336366673,-999.0,19.467760267942108,10.9621144716123
587742015420891252,158.9571,21.520681,0.09447929706751482,-999.0,16.354556851807107,10.713605826268788
587739844856054101,239.5077,14.963561,0.9494035008746035,8.813103675842285,20.48391153229778,10.627286065431013
587742611881197583,230.47446,13.248581,0.3106312206625759,-999.0,17.465461892006395,10.818008142255293
587726014542381068,203.52533,1.7544641,0.028414773169133753,15.280266761779785,19.693625552735462,10.209190216554067
587739607562321938,207.64362,29.372879,0.3027920483609936,14.735522270202637,22.364018005934156,10.677067057528582
588017991220920439,191.19,9.757312,0.15861592824660686,13.0074462890625,16.716064970922897,10.73107126979556
588295841242480777,156.76881,46.057877,0.19109303681387949,8.657522201538086,16.392731008387372,10.705690232382828
588848900446027787,171.90306,0.39521676,0.9673595259397674,28.09701919555664,19.131571850820468,10.938378010616145
587729387689279506,181.89497,60.433987,0.28174970202012994,21.598913192749023,19.7161617502658,10.69840274888428
588017978379927781,245.99843,21.79502,0.12467284016883416,9.935800552368164,16.44468088821992,10.41554073541452
587733398110863579,247.08601,33.173557,0.33443052490567854,18.836349487304688,19.630837968784068,10.597612505371732
587733432997314689,254.18127,27.288382,0.17631294769384198,5.733589172363281,17.70467892392334,10.47075484217453
587739114697195849,118.63244,16.80729,0.6682848456341445,-999.0,24.514149253592976,10.686243153247457
587725039563440143,199.20908,-3.0627255,0.8836520052158056,14.547860145568848,20.02364948393916,10.817282891361565
587739720310063195,241.1893,17.448421,0.0883845602163068,-999.0,18.395044145228695,10.42615683582165
587741828045340678,162.14844,22.249771,0.42051037010802134,6.720584869384766,19.26900588569264,10.679570808999221
587738616487411724,166.01672,35.593967,0.9900552721711262,-999.0,20.27916983390871,10.54065452930479
587736541474127966,198.35829,8.982362,0.16842190170682217,16.15971565246582,17.957240755293196,10.534960190882355
587742903405903882,203.4288,16.958382,0.17007249740140434,-999.0,17.20700512168129,10.74921769140852
587729231976857898,245.50307,49.520794,0.5592082595929818,15.482659339904785,17.114208852998875,10.865037018072597
587741532255223869,188.18153,29.38138,0.21993717246193717,16.269569396972656,16.05595360108006,10.93307401236209
587742013807198300,151.79242,18.950594,0.08748093486790795,-999.0,16.941875753699282,10.421948466114861
587742566787776526,161.82892,17.611797,0.6665895870079422,-999.0,16.398792790139463,10.662211324936713
587735666381684877,219.65948,52.58116,0.7892968924611167,23.412405014038086,20.99822886447857,10.844818122686577
588018055654998067,229.52557,42.745842,0.3539889641209421,29.944862365722656,24.72812052159623,10.253864714775816
588010878758027438,177.61732,4.6949253,0.18530343213298717,-999.0,15.87987870532867,10.730576206776918
587728880877502586,154.8233,4.7630625,0.14365002619823147,17.671274185180664,18.345857393194112,10.77457950460287
587738946663219303,130.77551,25.539057,0.2000162845145492,11.101834297180176,17.550834836145533,10.795915588238206
588017992310718556,228.30905,8.046407,0.12101641198661826,-999.0,17.052269200639206,10.452791564801226
587732134306644085,163.77469,49.60716,0.10105236512807513,8.50251579284668,16.752872813388493,10.396052038364283
587735665852743716,240.65805,41.293434,0.06728404853535624,-999.0,19.840932729332504,10.574553751458684
588848900972675253,148.55893,0.63830996,0.6303531599189733,22.975027084350586,17.04440373193692,10.374122488119646
587736812058968188,231.3438,9.731205,0.26308981671290055,-999.0,15.722808380772832,10.520839252073317
587732484358471691,178.136,50.457275,0.2025766947271374,-999.0,15.511855416104197,10.435725536970347
588016892247998619,151.75131,37.89809,0.883006141433847,-999.0,21.93642752975817,11.021083016100881
588848900993253453,195.68138,0.6638456,0.9879074253596052,36.953880310058594,22.312979465043103,10.712605854262248
587733432460509503,253.94304,26.946701,0.10317522794578689,-999.0,18.008432855500153,10.3296865161069
587739809961607539,240.4665,15.792261,0.9544031285654477,-999.0,17.720244729656567,10.598256489920194
587725817501384811,243.41818,51.428806,0.47414252137344015,-999.0,20.362542544509495,10.801676843342642
587741601491517466,175.4975,26.95001,0.7269553611424169,-999.0,17.950433240401605,10.803754893393842
587738574604599338,191.75809,40.596424,0.12455282536568218,-999.0,17.6826299383751,10.00148262886541
588015509277376672,18.363403,0.15248346,0.5211362714663463,-999.0,17.814059095670082,10.690067545809832
587739648890962017,162.79146,31.612434,0.33841309599961056,15.998265266418457,17.381534176344243,10.804978676506721
587739506084020280,194.41135,32.555984,0.5944143386019721,19.347002029418945,17.639760040975602,10.519576297390566
587734864295166018,156.88914,9.903798,0.08745621655822954,27.176406860351562,17.114783277083973,10.423495300760399
587739408387670021,170.61253,35.11239,0.46816255179649524,13.273619651794434,17.33904424401542,10.547103286173583
587731514216415445,18.919334,1.1979629,0.7782243613052894,-999.0,18.591853150942654,10.820161389465728
588017990703317218,235.45978,5.8537383,0.8318695801572408,-999.0,19.074269010172408,10.724169149986606
587731186742394983,3.7294848,0.25226334,0.6728891258868538,-999.0,18.886313839297287,10.407338739546566
587739458300805287,225.60358,25.638496,0.2267195419777288,5.631708145141602,19.520725764785922,10.392380616205857
587725816419713145,216.99046,62.93592,0.6913162617432514,14.780197143554688,16.451127393863587,10.588638936947062
588848900466540666,218.85558,0.33435625,0.05014386759889437,15.356322288513184,18.4247653963432,10.44741142383708
587745243621359664,134.68025,12.677213,0.3800335701759638,29.654577255249023,20.232536694197417,10.375402036019103
587736914607538365,225.86688,10.600103,0.31698717545715227,13.79776668548584,16.49031375327504,10.571473987037313
587739610229178454,160.9924,31.12719,0.0,-999.0,16.023325256090622,10.531011900816724
587742592548339867,209.83417,14.968186,0.2686074525431667,10.942475318908691,16.214315213683772,10.599754552257538
587738946136244246,154.69206,34.833805,0.07775833723269848,13.06661605834961,16.51763704471644,10.49925435959419
587741532773351488,140.83138,22.273672,0.3982419304713562,34.595001220703125,25.146911629699247,10.46125016663666
587742062154678281,204.56201,21.786772,0.19475145233110738,-999.0,23.14617937530119,10.58469860635364
588023670241296589,173.84637,20.311817,0.13038963955276026,-999.0,16.026574496173996,10.44289150862817
588297864187543677,158.37384,44.076183,0.9482632586110097,25.228961944580078,19.299312803193722,10.964415620549657
588007005239705723,136.60226,55.23849,0.9635910493834651,-999.0,15.611792514993168,10.863146045573883
588010880365690946,170.83434,5.852042,0.830204436207996,22.641448974609375,19.841691235800685,10.442596253896651
587736547383509054,222.15776,6.8145943,0.023501866750195197,16.703489303588867,18.77450497759193,10.341997043303875
587736753549017099,255.024,22.80848,0.11558906409434988,-999.0,17.8267053301404,10.94524344701504
587725818030850281,220.5075,63.330704,0.06603930066271291,25.504104614257812,18.850522123176006,10.607440697584686
587736542558159048,222.19061,8.100798,0.06549936898226721,23.75688934326172,18.88248147181261,10.34130232811649
587735665303879846,204.6664,55.450165,0.19060770983244685,11.083080291748047,15.491459992322437,10.620534363096944
588016891710799912,151.16022,37.076912,0.40122853100017614,17.216392517089844,17.895143168095217,10.51785816202835
587736753005527191,242.35068,33.000225,0.25822323642277206,-999.0,18.574672604345743,10.957288640882892
587725818575388801,244.97292,51.546516,0.9396281584863829,16.779512405395508,19.78955848649104,10.80560925238117
587728879271280754,164.93561,3.9850593,0.09759920341458325,13.085189819335938,16.09048186846534,10.428779886749385
587739811033776150,237.26114,17.94043,0.8574731165593625,9.799148559570312,16.837590384218807,10.429864634508606
587738947193995683,118.076515,18.13553,0.6795420010417091,-999.0,16.65748951075959,10.867897180202338
588017990153732171,206.28122,8.473944,0.2819511323455691,4.368986129760742,19.398104194321633,10.618820354953717
587735347490455643,159.2725,12.770561,0.473191734548277,18.329381942749023,20.261028820088896,10.272944943838603
587736975812264140,237.99925,24.339722,0.5701722876161033,26.7524356842041,21.17471268610442,10.409724970173576
588015509826764959,46.967773,0.4763367,0.11110667490268805,-999.0,19.00258844916926,10.40825559234039
587738948287135788,163.42416,38.770245,0.8892674844978232,25.55889320373535,24.21677300325939,10.475950294926204
587742614562144557,240.882,13.944109,0.08096281606048313,-999.0,15.458172471597138,10.448828012065972
587742627994337454,236.83739,10.7845745,0.7286268464512042,-999.0,19.726330814190067,10.490124237871198
587742061053673546,138.72705,15.690881,0.5263410946465273,22.470991134643555,17.127322331517206,10.856065218359582
587739099135344714,180.13168,38.61111,0.986479961054549,38.997501373291016,21.466485027107694,10.43711461077235
587742012762161209,221.32028,17.398655,0.03434741399225125,23.714916229248047,17.88930524321079,10.407188539350422
587732050023153731,154.3389,53.796017,0.8965464049546568,-999.0,17.35985886886907,10.485983572901631
587733441051689131,244.92488,37.80629,0.15265967513746143,14.568819999694824,16.788246342380816,10.325797285215591
587739608639668361,217.00752,27.948784,0.43501360624857915,-999.0,16.575511751748405,10.570487317549611
587733079736254481,172.97707,53.749596,0.12140591577018504,-999.0,15.94848742042571,10.717278347397718
588023046406144054,143.33595,20.92867,0.19365730940764178,16.908363342285156,18.13082813056144,10.484600464191017
587745540520542248,156.08746,15.753948,0.9078768230331226,29.7813777923584,19.247362344939624,10.733769210769015
587725502871044114,251.6028,63.417007,0.0,-999.0,18.858705906368417,10.551071434869824
587739811560226873,212.9978,25.37325,0.8226369992788868,22.280012130737305,17.677824396438098,10.74894559906998
587735044145807575,121.73882,25.014057,0.15825928764293085,-999.0,17.198597838053786,10.5893411119101
587738616486101055,162.5452,35.033695,0.7499326987318595,-999.0,17.44979964140251,10.534459698231698
588011101034184750,240.56496,46.086452,0.17180242489442374,10.397669792175293,16.105322578322014,10.536725815888358
587739406266073173,237.71103,22.238684,0.08048525043719221,11.251077651977539,16.34316267546835,10.408499891799654
587725039022768172,190.4966,-3.5834198,0.07945742799647806,-999.0,16.324982375608165,10.66403680444955
587728879262761106,145.49089,3.1324756,0.4197547887083538,10.064583778381348,16.163299258501233,10.775754782308892
588017979448754473,235.93498,28.521404,0.3779890952773273,22.199491500854492,17.817182024684463,10.351523453220107
588018253228408956,253.30997,25.133116,0.895576809656129,-999.0,23.90160742348447,10.588122942503981
587736543635308716,230.14024,7.953368,0.9740470731866007,8.891202926635742,18.731756485191333,10.767269576786864
587729408071893197,235.11938,53.511864,0.920993565061787,-999.0,18.22465748687166,10.686388605827286
587728308026998788,164.79753,1.8091913,0.958389535130915,-999.0,18.186582322181344,10.667321621505906
588017702940049506,202.33801,11.336544,0.10630867171205384,-999.0,17.07131866754498,10.420485759661561
587742773481373850,171.52768,16.392784,0.8409539845962511,12.262188911437988,17.73143969994827,10.907341077312882
587739844857037217,241.78432,14.266035,0.28280366947941876,18.308490753173828,19.683990108752344,10.553814063057702
587738950417776731,196.83543,35.788574,0.15882314918887727,19.834497451782227,17.757233476383597,10.620401051184196
587742609731616796,225.33037,12.6474695,0.9660937257502339,-999.0,15.337525785025207,10.414220877494044
587742014353113112,173.64473,22.518286,0.055324438045093405,10.476743698120117,17.02649660466343,10.278473765784872
587731186729287934,333.73166,0.27488565,0.658180962435841,-999.0,15.57057510776822,10.93891358292007
587725591459594503,265.60748,55.80742,0.02614328605963509,-999.0,15.973161989477873,10.426415513738133
587741532243427436,157.63339,26.551731,0.3779113635325893,22.02228355407715,15.764168317124355,10.998322111167154
587741815698292932,126.52254,13.009335,0.23336513366415124,18.7608642578125,19.385447451236864,10.825522777248784
587727944030027969,141.02017,2.121574,0.12791120592625985,-999.0,16.39552640351557,10.61649633060668
588017569240514734,197.63412,11.022502,0.1825563856868665,-999.0,15.506787210178903,10.73080609958028
587728668805890394,123.45312,41.649513,0.1377611752493218,-999.0,19.102085944232012,10.760686654538526
587732048404807729,133.19566,42.83491,0.07519126232533148,-999.0,21.70988349884682,11.012870964947002
588010359616438384,164.7795,5.006243,0.7197113715022188,8.800854682922363,21.236196954364548,10.550567985255862
587736782539391497,253.53058,23.412395,0.9255933728476088,-999.0,18.45557480649061,10.726808084226395
588017702922354750,161.05864,10.877095,0.5436669977094929,-999.0,19.13970698587046,10.993356986697382
587732134849544228,185.28323,51.896423,0.8450507954025053,-999.0,17.55080598531656,10.898325509790455
587739380991787045,228.35036,26.898966,0.2734239999630806,17.797325134277344,18.68975706369937,10.452315840433087
588017704535785482,167.45541,12.771481,0.0,-999.0,22.633598312609756,10.487031493926079
587725469595730039,130.45488,50.786427,0.15318536212008246,-999.0,15.899260510149853,10.876544114009153
587725817494241313,221.19609,62.763195,0.11535034556929892,21.49528694152832,17.998234844833192,10.364532512388985
587731186206965935,6.989962,-0.0612883,0.8455615161286916,-999.0,20.351037086228516,10.875215160891962
587742550145368096,222.82193,15.446463,0.141520060163203,16.135860443115234,16.6248941834089,10.826833062116112
587739406259060836,221.4829,28.525616,0.22250106844137546,16.60131072998047,17.78472081611963,10.113703743306903
588848900968480848,139.05733,0.70065427,0.9002552208502241,12.178125381469727,18.981532798341348,10.612012228880689
588017947747745893,203.95871,40.271698,0.9152298142754597,20.749462127685547,17.693563702509863,10.466389386769432
587729652350845236,252.07242,35.841087,0.0,-999.0,15.228462022063749,10.110147605978241
588017566024597697,180.20926,12.167629,0.09058911094184373,33.955867767333984,17.395509821810634,10.534467421670222
587726101482962981,212.47418,4.576508,0.0921464060804023,16.261831283569336,19.964274829822244,10.171141642376014
588017979428700168,181.24712,40.386894,0.9809227112066913,-999.0,19.942281117230124,10.974582557161677
587732702327210110,155.99908,6.485405,0.2381483689176962,-999.0,17.45540087917924,10.822508115454852
587729387152343176,181.80272,60.03031,0.16748995931130994,20.77637481689453,17.003903196902492,10.627725167538587
587738411945885785,173.23657,15.906488,0.0,-999.0,17.492315802025935,10.612048283714524
587732772121149570,163.61572,9.949863,0.07590115170140965,-999.0,16.21221253288547,10.121905133672243
587728309101068383,165.64116,2.6065168,0.2527621117246383,17.540857315063477,17.490046532388348,10.708035477310718
587739377771085916,132.10501,23.727152,0.2919097172273074,20.58451271057129,21.572405261158963,10.781436670058143
588017721720176789,189.32277,42.859493,0.04053499533505808,-999.0,19.777767916457723,10.990559510460882
587735043077701693,134.12352,31.8204,0.711044034023162,26.22472381591797,22.599763210157683,10.795329835647577
587739608098537558,206.09978,29.881199,1.0,13.831330299377441,20.637713414493135,10.60281053202415
587737808491118838,113.9535,40.327297,0.9304474221124128,-999.0,19.639020513111095,10.707634231623146
587739810487664792,215.56358,24.045534,0.1982278458918939,25.178144454956055,18.83215513728731,10.826962131087512
587742865280729131,166.48225,17.3467,0.9285804733101446,-999.0,21.875076864905022,10.180057286011854
587732701794926644,166.62773,6.5594,0.8999217410818218,-999.0,20.819877826476056,10.672801900629047
587731870165106746,157.56532,52.566944,0.9233428671509517,27.920557022094727,20.94097953469796,10.791688721777957
587731513155059795,47.11882,0.3875552,0.09220999921048596,-999.0,17.255334699956183,10.555362810300716
588015507682033842,53.185547,-1.0687475,0.3215344328256794,-999.0,18.408042635491178,10.223702623153015
587741531710685246,168.22633,28.000761,0.18136840177120622,16.246627807617188,16.65067782330747,10.469855184359785
588013382726975796,132.01382,37.66275,0.18424195400223442,9.611448287963867,17.47561548376928,10.878879270554394
588017627769995451,198.03688,45.1778,0.10475713133549253,11.52076244354248,16.984631726144432,10.598594889129682
587739406227603517,139.15114,25.302662,0.540098778549624,19.82005500793457,19.75799186227441,10.653490108796614
587726016161448090,222.91176,2.7137716,0.37513304416168175,20.57497215270996,18.450098828488013,10.311071193501615
588007003634597901,157.58716,61.263695,0.24093921117447248,-999.0,17.83083513172562,10.133930828706779
587739828213579925,242.57376,15.621126,0.09777997711718778,-999.0,18.53791662900838,10.558744666731396
587735240640823490,138.08383,34.26008,0.7840070124324459,-999.0,15.863553808486351,11.019520812443531
587722983905100085,220.1224,0.58408684,0.025723741243930034,11.941908836364746,16.774780491277888,10.594269063377926
588013383277281402,171.06554,51.742306,0.17731762394257639,-999.0,17.739579607620932,10.465844210109248
588010358536405089,150.3992,3.6132941,0.06492288807254269,-999.0,17.09039363257084,10.749401730396551
587736585514647758,246.18741,23.964983,0.2661097590773613,-999.0,17.38220922863985,10.852578476073177
587734893292224561,185.12303,10.245167,0.4218929252030398,-999.0,25.19321256119283,10.405048504966965
588017948809756751,168.24167,41.62181,0.07266704962700218,12.413912773132324,18.047500418921064,10.818016118724326
587725470127685799,119.94372,42.257423,0.22832356450612587,20.818510055541992,17.769174440580592,10.685867594499022
587741602576400465,203.98648,26.71108,0.16058741925834935,18.93614387512207,18.064438559750307,10.753710938079731
587733603193913374,246.05185,38.61771,0.8384675807563478,28.451984405517578,20.014179948148247,10.53722697876299
588010878766022759,195.82927,4.5978074,0.15615734797151345,21.731313705444336,18.1037028738455,10.182135128344562
587744638561484901,119.33214,11.206056,0.9541212368365485,16.1049747467041,22.279702377367723,10.809536813877015
588017979434139784,197.65103,39.78397,0.759984843560176,13.957557678222656,17.724132808661846,10.847942318460687
587736914605375720,220.92107,11.219803,0.11036985029421809,15.935352325439453,18.210167656093233,10.479829798554622
587737825137000794,118.505516,45.87078,0.30939813515074654,-999.0,22.39459022211775,10.910572867191222
588017977840697700,240.80933,24.373222,0.9907258765665699,-999.0,15.834654178846455,10.891586121289775
588017726547624184,184.23161,8.359124,0.15147859270828704,16.52470588684082,17.473919957464908,10.373445487950368
587741816784945262,156.02899,22.297394,0.03552114974640194,13.858936309814453,17.378646732658346,10.451921697621511
