Dr, RA, DA, spiral_weighted, loose_plus_medium, arms_tight, arms_medium, arms_loose, irregular 
0,182.497375,53.114796,0.846,0.879,0.121,0.515,0.364,0
0,149.106308,4.335207,0.946,0.971,0.029,0.571,0.4,0.167
0,209.759933,58.878326,0.902898,0.919,0.081,0.541,0.378,0.3
0,238.330872,54.895908,0.768729,0.846,0.154,0.5,0.346,0.165
0,161.614548,50.973911,0.912,0.871,0.129,0.516,0.355,0.25
0,120.393913,28.407936,0.713824,0.97,0.03,0.576,0.394,0
0,151.915939,16.375265,0.854463,0.903,0.098,0.537,0.366,0.257
0,131.676956,24.637455,0.781335,0.882,0.118,0.529,0.353,0.3
0,251.918808,43.627975,0.962,0.98,0.02,0.588,0.392,0.286
0,140.649582,42.365528,0.712537,0.833,0.167,0.5,0.333,0.095
0,125.519966,12.026467,0.93208,0.927,0.073,0.561,0.366,0
0,245.461731,49.165436,0.955086,0.875,0.125,0.531,0.344,0
0,206.234817,20.277252,0.741298,0.8,0.2,0.486,0.314,0.188
0,181.471787,33.827469,0.85942,0.719,0.281,0.438,0.281,0
0,246.60849,12.840792,0.955,0.857,0.143,0.524,0.333,0
0,314.8685,-0.142777,0.871312,0.912,0.088,0.559,0.353,0.167
0,247.893875,40.565594,0.891036,0.738,0.263,0.454,0.284,0.038
0,135.912521,17.65275,0.78081,0.812,0.188,0.5,0.312,0
0,208.549744,44.208065,1,0.971,0.029,0.6,0.371,0
0,11.854154,0.337162,0.964,0.777,0.222,0.481,0.296,0
0,163.121338,22.140917,0.795922,0.828,0.171,0.514,0.314,0.25
0,199.70929,43.837284,0.940899,0.97,0.03,0.606,0.364,0.105
0,143.4272,46.161747,0.97,1,0,0.625,0.375,0
0,190.875107,29.816603,0.755017,0.865,0.135,0.541,0.324,0
0,229.598206,32.97681,0.920152,0.814,0.186,0.512,0.302,0.111
0,208.985657,19.909847,0.864532,0.794,0.206,0.5,0.294,0.267
0,45.749146,-1.081849,0.952576,0.95,0.05,0.6,0.35,0
0,178.424057,46.211727,0.826814,0.789,0.211,0.5,0.289,0.043
0,191.382843,54.737598,0.825857,0.869,0.132,0.553,0.316,0
0,215.65799,4.813481,0.96138,0.921,0.078,0.588,0.333,0.286
0,183.79805,8.412311,0.7497,0.833,0.167,0.533,0.3,0
0,165.627945,2.618461,1,0.862,0.138,0.552,0.31,0.286
0,237.550079,35.97691,0.956435,0.848,0.152,0.545,0.303,0.091
0,173.965027,64.798462,0.857648,0.933,0.067,0.6,0.333,0.111
0,238.857468,18.306993,0.975,0.795,0.205,0.513,0.282,0
0,164.008484,36.437355,0.83259,0.85,0.15,0.55,0.3,0
0,165.260086,39.486557,0.842756,0.86,0.14,0.558,0.302,0.182
0,30.726818,0.877952,0.706036,0.689,0.31,0.448,0.241,0
0,127.580261,39.905537,0.736064,0.822,0.179,0.536,0.286,0.2
0,221.778336,30.917007,0.897106,0.888,0.112,0.58,0.308,0
0,183.5354,27.2899,0.908952,0.867,0.133,0.567,0.3,0
0,130.150284,43.004093,0.857806,0.69,0.31,0.452,0.238,0.25
0,224.453873,35.259056,1,0.82,0.179,0.538,0.282,0.133
0,244.479782,38.987724,1,0.95,0.05,0.625,0.325,0.143
0,157.891098,5.533962,0.953,0.95,0.05,0.627,0.323,0.178
0,155.345566,6.823468,0.689438,0.818,0.182,0.545,0.273,0.299
0,177.843552,35.923901,0.886891,0.923,0.077,0.615,0.308,0.167
0,188.702118,56.294292,0.953552,0.951,0.049,0.634,0.317,0.067
0,174.293823,55.092201,0.912,0.678,0.323,0.452,0.226,0
0,144.752609,52.297199,0.806,0.96,0.04,0.64,0.32,0.273
0,215.818939,46.145657,0.974,0.711,0.289,0.474,0.237,0
0,217.363007,15.358784,0.809297,0.889,0.111,0.593,0.296,0
0,192.676224,54.890015,0.842295,0.706,0.294,0.471,0.235,0.231
0,194.753372,12.941375,0.93208,0.903,0.098,0.61,0.293,0
0,140.854294,1.986872,0.722056,0.861,0.139,0.583,0.278,0.326
0,240.555237,15.937523,0.81954,0.683,0.317,0.463,0.22,0
0,146.7267,16.066614,0.864644,0.875,0.125,0.594,0.281,0.2
0,212.452515,9.858462,0.866181,0.806,0.194,0.548,0.258,0.265
0,173.033691,2.410258,0.746,0.71,0.29,0.484,0.226,0
0,177.633499,-2.619606,0.793158,0.826,0.174,0.565,0.261,0.25
0,158.092545,49.20163,0.881,0.946,0.054,0.649,0.297,0.167
0,138.610062,17.125921,0.904846,0.82,0.179,0.564,0.256,0
0,133.135254,56.805264,0.920458,0.828,0.171,0.571,0.257,0.182
0,143.608429,23.075705,0.881717,0.812,0.188,0.562,0.25,0.325
0,175.222748,30.573006,0.733427,0.787,0.212,0.545,0.242,0.167
0,240.055466,24.45813,0.696676,0.821,0.179,0.571,0.25,0.154
0,168.094223,15.3516,0.930128,0.825,0.175,0.575,0.25,0.312
0,119.974159,33.29052,0.957,0.889,0.111,0.622,0.267,0
0,171.609222,26.087353,0.7248,0.69,0.31,0.483,0.207,0.062
0,156.647522,21.225601,0.710816,0.741,0.259,0.519,0.222,0.083
0,163.14212,39.282333,0.972,0.692,0.308,0.487,0.205,0
0,126.09108,34.711918,0.854,0.972,0.029,0.686,0.286,0
0,173.453064,56.996475,0.708012,0.739,0.261,0.522,0.217,0.163
0,162.26857,36.641556,0.971,0.706,0.294,0.5,0.206,0
0,187.33847,14.789311,0.976,0.757,0.244,0.537,0.22,0
0,143.387711,39.317204,0.936924,0.826,0.174,0.587,0.239,0.167
0,239.83725,23.791983,0.754461,0.724,0.276,0.517,0.207,0.25
0,168.208099,45.063629,0.859959,0.84,0.16,0.6,0.24,0
0,119.671074,44.857853,0.694733,0.778,0.222,0.556,0.222,0
0,133.856262,38.704983,1,0.848,0.152,0.609,0.239,0
0,167.642929,17.27746,0.902499,0.865,0.135,0.622,0.243,0.111
0,138.480881,52.290871,0.90986,0.833,0.167,0.6,0.233,0.222
0,199.148788,25.172415,0.976,0.9,0.1,0.65,0.25,0
0,154.628906,1.91097,0.795734,0.743,0.256,0.538,0.205,0
0,194.003601,8.645851,0.995,0.69,0.31,0.5,0.19,0.192
0,187.147217,11.99785,0.975,0.846,0.154,0.615,0.231,0
0,155.603394,13.73256,0.905,0.869,0.132,0.632,0.237,0
0,231.857071,32.119053,0.975024,0.925,0.075,0.675,0.25,0.25
0,157.861572,38.524567,0.897,0.866,0.133,0.633,0.233,0.095
0,112.778603,39.445721,0.979,0.891,0.109,0.652,0.239,0
0,148.968948,35.965614,0.941,0.938,0.062,0.688,0.25,0
0,179.117493,39.741909,0.931081,0.83,0.171,0.61,0.22,0.2
0,117.071083,47.798088,0.705146,0.76,0.24,0.56,0.2,0
0,251.811615,40.245087,0.900277,0.704,0.296,0.519,0.185,0
0,157.597321,50.509712,0.705866,0.958,0.042,0.708,0.25,0.25
0,181.60817,23.550596,0.916624,0.794,0.206,0.588,0.206,0.2
0,134.847092,53.59864,0.85256,0.931,0.069,0.69,0.241,0.077
0,173.467697,25.494417,0.860743,0.838,0.162,0.622,0.216,0.312
0,232.746765,2.624197,0.875,0.796,0.204,0.592,0.204,0.1
0,167.776504,43.633003,0.84568,0.727,0.273,0.545,0.182,0
0,144.439102,22.594303,0.90861,0.7,0.3,0.525,0.175,0.273
0,196.266998,2.557266,0.833553,0.8,0.2,0.6,0.2,0.143
0,190.93869,45.891586,0.947,0.889,0.111,0.667,0.222,0.2
0,176.090958,49.040085,0.974,0.761,0.238,0.571,0.19,0
0,225.028976,49.500397,0.690753,0.689,0.31,0.517,0.172,0.1
0,180.087112,63.14941,0.930128,0.925,0.075,0.7,0.225,0
0,125.81559,52.713211,0.822056,0.892,0.108,0.676,0.216,0
0,184.206055,2.6111,0.938961,0.936,0.065,0.71,0.226,0
0,222.224167,15.615877,0.815056,0.782,0.219,0.594,0.188,0.25
0,208.598236,34.146217,0.892078,0.758,0.242,0.576,0.182,0
0,218.004044,26.612995,0.961,0.938,0.061,0.714,0.224,0
0,227.12262,37.18911,0.86071,0.677,0.323,0.516,0.161,0
0,152.978149,51.655994,0.936903,0.864,0.136,0.659,0.205,0
0,134.709625,40.226944,0.907866,0.723,0.277,0.553,0.17,0.144
0,224.499451,41.873787,0.847447,0.75,0.25,0.575,0.175,0
0,127.168884,25.394255,0.88179,0.839,0.161,0.645,0.194,0.311
0,188.079437,39.678444,0.853,0.897,0.103,0.69,0.207,0.25
0,163.266998,15.722702,0.932008,0.875,0.125,0.674,0.201,0
0,206.764603,64.147697,0.890192,0.791,0.21,0.611,0.18,0.213
0,209.712845,20.313974,0.736602,0.758,0.241,0.586,0.172,0
0,158.055618,21.385092,1,0.816,0.184,0.632,0.184,0
0,195.243225,27.652092,0.86524,0.844,0.156,0.656,0.188,0
0,177.771286,45.058136,0.971,0.818,0.182,0.636,0.182,0
0,231.152344,6.931069,0.860449,0.973,0.027,0.757,0.216,0
0,128.835022,21.251059,0.959,0.794,0.206,0.618,0.176,0.143
0,170.207825,66.945824,0.888249,0.8,0.2,0.625,0.175,0
0,253.548203,31.944571,0.855,0.767,0.233,0.6,0.167,0
0,172.899857,25.890553,0.861916,0.742,0.258,0.581,0.161,0.2
0,173.46727,26.522127,0.837661,0.903,0.097,0.709,0.194,0.077
0,154.997482,37.268955,0.942841,0.849,0.152,0.667,0.182,0
0,170.867783,27.510307,0.897522,0.8,0.2,0.629,0.171,0
0,157.77269,20.311235,1,1,0,0.788,0.212,0.091
0,187.338318,67.683685,0.865488,0.759,0.24,0.599,0.16,0.184
0,224.778442,54.89378,0.692152,0.704,0.296,0.556,0.148,0.25
0,158.08139,41.439907,0.7578,0.96,0.04,0.76,0.2,0.2
0,125.788849,6.722508,0.96,1,0,0.792,0.208,0.2
0,167.603668,28.708168,0.899272,0.967,0.033,0.767,0.2,0
0,229.093887,60.392693,0.789353,0.83,0.171,0.659,0.171,0
0,245.484116,31.300575,0.943,0.758,0.242,0.606,0.152,0.2
0,3.718542,0.63426,0.927,0.769,0.231,0.615,0.154,0.222
0,178.053665,-0.114122,0.700272,0.69,0.31,0.552,0.138,0.214
0,182.961182,23.778378,0.750386,0.926,0.074,0.741,0.185,0
0,173.272552,23.3652,0.803248,0.731,0.268,0.585,0.146,0.168
0,250.089386,25.375917,0.821664,0.932,0.068,0.75,0.182,0.061
0,154.74971,55.85281,0.82535,0.94,0.061,0.758,0.182,0.286
0,237.977463,34.613674,0.849,0.721,0.279,0.582,0.139,0
0,240.045441,40.102699,0.868387,0.743,0.257,0.6,0.143,0.099
0,229.481842,31.688639,1,0.703,0.297,0.568,0.135,0
0,232.529282,31.463875,0.764,0.808,0.192,0.654,0.154,0.3
0,189.08432,-1.120324,0.786475,0.7,0.3,0.567,0.133,0.111
0,172.832382,55.060169,0.869913,0.8,0.2,0.65,0.15,0.2
0,190.704956,10.357466,0.76708,0.695,0.304,0.565,0.13,0
0,258.803284,57.760574,0.979054,0.805,0.195,0.656,0.149,0.18
0,139.009918,7.330025,0.961,0.776,0.224,0.633,0.143,0.25
0,244.219162,35.298756,0.896,0.957,0.043,0.783,0.174,0
0,174.405655,63.549404,0.935085,0.907,0.093,0.744,0.163,0.266
0,196.514648,35.572769,0.897447,0.8,0.2,0.657,0.143,0.308
0,201.09877,19.538334,0.950625,0.718,0.282,0.59,0.128,0
0,184.73497,60.168694,0.694121,0.68,0.32,0.56,0.12,0
0,230.819794,22.44355,0.9604,0.834,0.167,0.688,0.146,0.2
0,256.150421,62.734829,0.708739,0.742,0.258,0.613,0.129,0
0,173.633804,20.921577,0.834828,0.717,0.283,0.593,0.124,0.321
0,157.245926,40.398331,0.818669,0.806,0.194,0.667,0.139,0.182
0,234.374649,46.86409,0.788579,0.814,0.186,0.674,0.14,0.167
0,241.789429,30.875999,0.951,0.766,0.233,0.637,0.129,0
0,253.023697,24.505686,0.761442,0.857,0.143,0.714,0.143,0
0,216.191116,33.628551,0.76444,0.75,0.25,0.625,0.125,0.037
0,193.265289,32.326782,0.935,0.774,0.226,0.645,0.129,0.1
0,180.119522,37.962433,0.831735,0.8,0.2,0.667,0.133,0
0,187.78096,0.463122,0.934485,0.861,0.14,0.721,0.14,0
0,331.924744,-0.765886,0.744,0.775,0.225,0.65,0.125,0.195
0,252.328629,39.175232,0.784237,0.862,0.138,0.724,0.138,0
0,183.136963,19.139637,0.924959,0.676,0.324,0.568,0.108,0
0,184.018662,1.180428,1,0.727,0.273,0.612,0.115,0.163
0,172.147232,26.381226,0.963,0.73,0.269,0.615,0.115,0.077
0,313.425476,-0.160853,0.972052,0.865,0.135,0.73,0.135,0
0,181.830689,30.866505,0.88,0.722,0.278,0.611,0.111,0
0,224.165543,20.599411,0.864275,0.684,0.316,0.579,0.105,0.2
0,179.78981,63.056019,0.883418,0.846,0.154,0.718,0.128,0
0,171.972717,1.662676,0.750386,0.741,0.259,0.63,0.111,0
0,193.167847,2.177368,0.944,0.794,0.206,0.676,0.118,0.2
0,232.173721,26.154766,0.916596,0.818,0.182,0.697,0.121,0
0,230.403397,11.257408,0.945666,0.786,0.213,0.671,0.115,0
0,152.67215,35.03418,0.754256,0.824,0.176,0.706,0.118,0
0,138.104858,47.547535,0.882816,0.7,0.3,0.6,0.1,0
0,146.91301,15.908731,0.974,0.757,0.243,0.649,0.108,0
0,51.267345,-0.390245,0.738698,0.807,0.193,0.693,0.114,0
0,4.181839,0.880681,0.855049,0.674,0.326,0.581,0.093,0
0,229.243652,7.249311,0.883418,0.763,0.237,0.658,0.105,0
0,216.185837,16.16819,0.818352,0.815,0.185,0.704,0.111,0.231
0,125.148178,45.552971,0.979,0.805,0.196,0.696,0.109,0.143
0,210.224228,33.916729,0.79991,0.75,0.25,0.65,0.1,0
0,133.587433,9.340917,0.835387,0.678,0.321,0.589,0.089,0.067
0,227.901077,4.566923,0.709631,0.821,0.179,0.714,0.107,0.095
0,242.701935,25.43672,0.897714,0.721,0.279,0.628,0.093,0
0,19.502232,-0.479354,0.871495,0.781,0.22,0.683,0.098,0
0,253.43924,34.99651,0.957379,0.8,0.2,0.7,0.1,0
0,208.921616,5.595026,0.918566,0.706,0.294,0.618,0.088,0
0,254.092422,26.633232,0.897756,0.916,0.084,0.805,0.111,0.222
0,217.033737,46.700924,0.936988,0.676,0.324,0.595,0.081,0
0,199.072678,52.505825,0.967,0.862,0.138,0.759,0.103,0
0,17.516169,0.47122,0.674622,0.68,0.32,0.6,0.08,0.091
0,215.941788,9.236477,0.904067,0.684,0.316,0.605,0.079,0.267
0,217.824921,7.944634,0.96,0.745,0.255,0.66,0.085,0
0,131.378281,30.342426,0.942841,0.818,0.182,0.727,0.091,0
0,181.810089,42.594074,0.94187,0.794,0.206,0.706,0.088,0.268
0,169.454605,16.129957,0.995,0.86,0.14,0.767,0.093,0
0,219.779953,16.433357,0.90861,0.7,0.3,0.625,0.075,0.25
0,196.079697,8.22186,0.676429,0.826,0.174,0.739,0.087,0.25
0,208.634293,0.885214,0.899388,0.678,0.321,0.607,0.071,0.195
0,220.923782,23.018728,0.90971,0.725,0.275,0.65,0.075,0.154
0,7.69601,-0.820454,0.909632,1,0,0.9,0.1,0.25
0,208.3936,12.874837,0.70334,0.741,0.259,0.667,0.074,0.271
0,242.199783,8.950176,0.918206,0.689,0.311,0.622,0.067,0
0,179.447174,8.308966,0.938477,0.861,0.139,0.778,0.083,0
0,148.898895,33.288692,0.757085,0.75,0.25,0.679,0.071,0
0,152.118408,22.745697,0.924392,0.824,0.175,0.749,0.075,0.125
0,223.189423,16.823317,0.961,0.785,0.214,0.714,0.071,0
0,221.925812,57.038818,0.718011,0.697,0.303,0.636,0.061,0.2
0,142.565079,36.692604,0.877485,0.814,0.186,0.744,0.07,0.1
0,151.339935,20.973049,0.979,0.782,0.217,0.717,0.065,0
0,191.892044,10.204997,0.877646,0.695,0.306,0.639,0.056,0
0,196.709244,39.519276,0.88938,0.781,0.219,0.719,0.062,0.201
0,257.247894,62.898014,0.812396,0.765,0.235,0.706,0.059,0.1
0,148.983581,53.693588,0.976,0.675,0.325,0.625,0.05,0.286
0,260.306091,58.182812,0.857607,0.683,0.317,0.634,0.049,0
0,217.3069,11.212984,0.913503,0.708,0.293,0.659,0.049,0
