Dr, RA, DA, spiral_weighted, loose_plus_medium, arms_tight, arms_medium, arms_loose, irregular 
0,208.387909,34.833302,0.946,0.971,0.029,0.371,0.6,0
0,334.238617,-0.139765,0.769845,0.972,0.029,0.286,0.686,0.192
0,249.478821,24.147287,0.798889,0.972,0.028,0.333,0.639,0.2
0,206.679749,0.647461,0.725555,0.973,0.028,0.167,0.806,0
0,226.359344,5.476684,0.972052,0.973,0.027,0.324,0.649,0
0,159.040863,3.272171,0.949,0.973,0.027,0.757,0.216,0.062
0,245.91806,22.385082,0.967,0.974,0.026,0.282,0.692,0.2
0,118.02021,16.609699,0.745308,0.974,0.026,0.395,0.579,0.286
0,199.641907,44.179584,0.97908,0.974,0.026,0.263,0.711,0
0,143.963058,19.149685,0.909632,0.975,0.025,0.4,0.575,0
0,249.926743,36.902554,0.879619,0.975,0.024,0.585,0.39,0
0,132.167557,1.038785,0.943,0.976,0.024,0.405,0.571,0.038
0,218.453781,3.236907,0.910608,0.976,0.024,0.366,0.61,0.25
0,152.141403,44.392082,0.955506,0.976,0.023,0.302,0.674,0
0,227.488251,27.190271,1,0.977,0.023,0.512,0.465,0.182
0,139.114563,19.920479,0.8624,0.978,0.023,0.364,0.614,0
0,232.877685,1.530262,0.985,0.979,0.022,0.109,0.87,0
0,336.683777,0.946389,0.98,0.98,0.02,0.429,0.551,0
0,222.659973,23.158602,0.71828,0.982,0.017,0.36,0.622,0
