Dr, RA, DA, spiral_weighted, loose_plus_medium, arms_tight, arms_medium, arms_loose, irregular 
0,174.844498,64.803642,0.936,0.909,0.091,0.25,0.659,0
0,230.308106,7.371909,0.889322,0.909,0.091,0.242,0.667,0.167
0,235.474152,32.763084,0.889,0.909,0.091,0.545,0.364,0
0,253.011597,62.130474,0.936398,0.911,0.089,0.444,0.467,0.143
0,187.93544,63.748081,0.971,0.912,0.088,0.412,0.5,0.167
0,176.6017,35.728394,0.860259,0.913,0.087,0.176,0.737,0.316
0,165.790054,21.511816,0.945756,0.914,0.086,0.571,0.343,0
0,169.617966,57.454449,0.944,0.915,0.086,0.629,0.286,0
0,148.876373,7.955582,0.732669,0.916,0.083,0.333,0.583,0.077
0,168.968216,18.09584,0.9,0.917,0.083,0.167,0.75,0.25
0,242.213776,49.009052,0.818296,0.917,0.083,0.25,0.667,0.091
0,217.760101,11.889631,0.81872,0.918,0.081,0.486,0.432,0
0,51.15551,-0.444033,0.949,0.919,0.081,0.892,0.027,0
0,191.099686,47.237755,0.718544,0.92,0.08,0.28,0.64,0.214
0,216.978653,26.754175,0.99,0.921,0.079,0.868,0.053,0
0,121.147751,55.543243,0.974,0.921,0.079,0.632,0.289,0
0,178.663879,20.378624,0.9516,0.923,0.077,0.333,0.59,0
0,144.044556,25.911156,0.999,0.923,0.077,0.359,0.564,0
0,222.411118,21.876783,0.681268,0.923,0.077,0.5,0.423,0.14
0,130.230545,23.539392,0.937936,0.925,0.075,0.4,0.525,0
0,151.347122,20.903532,0.810931,0.925,0.075,0.725,0.2,0.17
0,214.099411,39.502193,0.870492,0.926,0.074,0.704,0.222,0
0,129.365891,41.31461,0.953,0.927,0.073,0.659,0.268,0
0,182.711655,10.844051,0.752608,0.928,0.071,0.357,0.571,0
0,186.424683,4.49577,0.69996,0.929,0.071,0.5,0.429,0
0,169.66098,40.942219,0.926394,0.929,0.071,0.393,0.536,0.133
0,133.037384,39.212852,0.877,0.931,0.07,0.339,0.592,0.143
